id,material name,T,Mo,Ni,W,Al,Cr,Ti,Si,Cu,Fe,Co,Mn,V,Zr,Hf,Ta,Nb,dm,classification
106,HK30,1200,0,20.1174248508489,0,0,25.7394034961982,0,2.357669511718,0,49.3833526475265,0,1.55034631528123,0,0,0,0,0.851803178427147,2.29,0
107,Fe-13Cr-4Al,700,0,0,0,8.68883472990587,13.0864351864075,0,0,0,78.2247300836866,0,0,0,0,0,0,0,0.289,2
107,Fe-13Cr-4Al,800,0,0,0,8.68883472990587,13.0864351864075,0,0,0,78.2247300836866,0,0,0,0,0,0,0,0.245,0
107,Fe-13Cr-4Al,1000,0,0,0,8.68883472990587,13.0864351864075,0,0,0,78.2247300836866,0,0,0,0,0,0,0,0.415,0
108,Fe-13Cr-2Al,700,0,0,0,3.86620950155505,12.7557032232796,0,0,0,83.3780872751654,0,0,0,0,0,0,0,0.237,2
108,Fe-13Cr-2Al,800,0,0,0,3.86620950155505,12.7557032232796,0,0,0,83.3780872751654,0,0,0,0,0,0,0,0.362,0
108,Fe-13Cr-2Al,1000,0,0,0,3.86620950155505,12.7557032232796,0,0,0,83.3780872751654,0,0,0,0,0,0,0,50.8,0
109,20Al-30Nb-10Ta-30Ti-10Zr,1000,0,0,0,20,0,30,0,0,0,0,0,0,10,0,10,30,24.0987,2
110,20Nb-20Zr-20Ti-20Cr-20Al,800,0,0,0,20,20,20,0,0,0,0,0,0,20,0,0,20,11.6337349748776,2
110,20Nb-20Zr-20Ti-20Cr-20Al,1000,0,0,0,20,20,20,0,0,0,0,0,0,20,0,0,20,27.2042615054452,2
110,20Nb-20Zr-20Ti-20Cr-20Al,1200,0,0,0,20,20,20,0,0,0,0,0,0,20,0,0,20,90.0206589739011,2
111,20Al-20Cr-20Fe-20Ni-20Ti ,900,0,20,0,20,20,20,0,0,20,0,0,0,0,0,0,0,0.113983222022275,0
112,19Co-19Cr-19Fe-19Mn-5Nb-19Ni ,700,0,19,0,0,19,0,0,0,19,19,19,0,0,0,0,5,0.166857142857142,2
112,19Co-19Cr-19Fe-19Mn-5Nb-19Ni ,800,0,19,0,0,19,0,0,0,19,19,19,0,0,0,0,5,0.576581410075992,1
112,18.2Al-18.2Cr-18.2Fe-18.2Ni-18.2Ti-9Mn ,900,0,18.2,0,18.2,18.2,18.2,0,0,18.2,0,9,0,0,0,0,0,0.322611446589054,0
112,19Co-19Cr-19Fe-19Mn-5Nb-19Ni ,900,0,19,0,0,19,0,0,0,19,19,19,0,0,0,0,5,1.32296650717703,0
113,20Cr-20Mo-20Nb-20Ta-20V,900,20,0,0,0,20,0,0,0,0,0,0,20,0,0,20,20,27.1712158808933,2
113,20Cr-20Mo-20Nb-20Ta-20V,1000,20,0,0,0,20,0,0,0,0,0,0,20,0,0,20,20,43.9205955334987,2
114,28.5Al-14.3Co-14.3Cr-14.3Cu-14.3Fe-14.3Ni,1000,0,14.3,0,28.5,14.3,0,0,14.3,14.3,14.3,0,0,0,0,0,0,0.079432624113475,0
115,23Al-15.4Co-15.4Cr-15.4Cu-15.4Fe-15.4Ni,1000,0,15.4,0,23,15.4,0,0,15.4,15.4,15.4,0,0,0,0,0,0,0.089361702127659,0
116,9Al-18.2Co-18.2Cr-18.2Cu-18.2Fe-18.2Ni,1000,0,18.2,0,9,18.2,0,0,18.2,18.2,18.2,0,0,0,0,0,0,0.367375886524822,0
117,25Al-16.7Co-16.7Cr-16.7Fe-16.7Ni-8.2Ti,700,0,16.7,0,25,16.7,8.2,0,0,16.7,16.7,0,0,0,0,0,0,0.101408450704225,1
117,25Al-16.7Co-16.7Cr-16.7Fe-16.7Ni-8.2Ti,900,0,16.7,0,25,16.7,8.2,0,0,16.7,16.7,0,0,0,0,0,0,0.194366197183098,0
117,25Al-16.7Co-16.7Cr-16.7Fe-16.7Ni-8.2Ti,1100,0,16.7,0,25,16.7,8.2,0,0,16.7,16.7,0,0,0,0,0,0,0.625352112676056,0
118,18.2Al-18.2Co-18.2Cr-18.2Fe-18.2Ni-9Ti,700,0,18.2,0,18.2,18.2,9,0,0,18.2,18.2,0,0,0,0,0,0,0.135211267605633,1
118,18.2Al-18.2Co-18.2Cr-18.2Fe-18.2Ni-9Ti,900,0,18.2,0,18.2,18.2,9,0,0,18.2,18.2,0,0,0,0,0,0,0.278873239436619,0
118,18.2Al-18.2Co-18.2Cr-18.2Fe-18.2Ni-9Ti,1100,0,18.2,0,18.2,18.2,9,0,0,18.2,18.2,0,0,0,0,0,0,0.718309859154929,0
119,10Al-20Co-20Cr-20Fe-20Ni-10Ti,700,0,20,0,10,20,10,0,0,20,20,0,0,0,0,0,0,0.228169014084506,2
119,10Al-20Co-20Cr-20Fe-20Ni-10Ti,900,0,20,0,10,20,10,0,0,20,20,0,0,0,0,0,0,0.938028169014084,0
119,10Al-20Co-20Cr-20Fe-20Ni-10Ti,1100,0,20,0,10,20,10,0,0,20,20,0,0,0,0,0,0,2.0112676056338,0
120,inconel718,900,1.8,52.09,0,1.28,21.03,0.96,0.41,0,19.01,0,0.21,0,0,0,0,3.22,0.631923223765784,0
120,inconel718,1000,1.8,52.09,0,1.28,21.03,0.96,0.41,0,19.01,0,0.21,0,0,0,0,3.22,1.81987977697268,0
120,inconel718,1100,1.8,52.09,0,1.28,21.03,0.96,0.41,0,19.01,0,0.21,0,0,0,0,3.22,2.62296412841677,0
120,inconel718,1200,1.8,52.09,0,1.28,21.03,0.96,0.41,0,19.01,0,0.21,0,0,0,0,3.22,3.73404362127273,0
